2.300000000000000000e+01,3.100000000000000000e+01,1.000000000000000000e+00,1.145000000000000018e+00,-1.360999999999999988e+00,2.564000000000000057e+00,2.508999999999999897e+00,2.508999999999999897e+00,2.455000000000000071e+00
2.200000000000000000e+01,3.100000000000000000e+01,1.000000000000000000e+00,1.197999999999999954e+00,-1.544999999999999929e+00,2.576999999999999957e+00,2.732000000000000206e+00,2.732000000000000206e+00,2.895999999999999908e+00
2.100000000000000000e+01,3.100000000000000000e+01,9.589999999999999636e-01,1.276000000000000023e+00,-1.679999999999999938e+00,2.673000000000000043e+00,2.742999999999999883e+00,2.742999999999999883e+00,2.815999999999999837e+00
2.100000000000000000e+01,3.100000000000000000e+01,4.100000000000000172e-02,4.320999999999999730e+00,-2.439999999999999947e+00,2.345599999999999952e+01,2.318299999999999983e+01,2.318299999999999983e+01,2.291300000000000026e+01
2.000000000000000000e+01,3.100000000000000000e+01,8.790000000000000036e-01,1.106000000000000094e+00,-1.879999999999999893e+00,3.919999999999999929e+00,3.802000000000000046e+00,3.802000000000000046e+00,3.688000000000000167e+00
2.000000000000000000e+01,3.100000000000000000e+01,1.209999999999999964e-01,3.916999999999999815e+00,-2.283999999999999808e+00,2.095799999999999841e+01,2.057400000000000162e+01,2.057400000000000162e+01,2.019600000000000151e+01
2.000000000000000000e+01,3.000000000000000000e+01,9.679999999999999716e-01,1.372000000000000108e+00,-2.185999999999999943e+00,4.318999999999999950e+00,4.564000000000000057e+00,4.564000000000000057e+00,4.822000000000000064e+00
2.000000000000000000e+01,3.000000000000000000e+01,2.199999999999999872e-02,3.677999999999999936e+00,-2.482000000000000206e+00,1.900799999999999912e+01,1.897400000000000020e+01,1.897400000000000020e+01,1.893900000000000006e+01
1.900000000000000000e+01,3.000000000000000000e+01,6.520000000000000240e-01,1.171999999999999931e+00,-2.250000000000000000e+00,4.719000000000000306e+00,4.634000000000000341e+00,4.634000000000000341e+00,4.551999999999999602e+00
1.900000000000000000e+01,3.000000000000000000e+01,3.039999999999999925e-01,8.030000000000000471e-01,2.353000000000000203e+00,1.286999999999999922e+00,1.308999999999999941e+00,1.308999999999999941e+00,1.332000000000000073e+00
1.900000000000000000e+01,3.000000000000000000e+01,4.299999999999999656e-02,3.677000000000000046e+00,-2.451000000000000068e+00,1.907499999999999929e+01,1.881400000000000006e+01,1.881400000000000006e+01,1.855699999999999861e+01
1.800000000000000000e+01,3.000000000000000000e+01,7.930000000000000382e-01,9.689999999999999725e-01,-2.693000000000000060e+00,4.548000000000000043e+00,4.658000000000000362e+00,4.658000000000000362e+00,4.770999999999999908e+00
1.800000000000000000e+01,3.000000000000000000e+01,6.900000000000000577e-02,1.799999999999999864e-02,-3.459999999999999742e-01,0.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000021e-03,2.630000000000000115e-01
1.800000000000000000e+01,3.000000000000000000e+01,6.900000000000000577e-02,5.299999999999999850e-02,2.483000000000000096e+00,2.762999999999999901e+00,2.950000000000000178e+00,2.950000000000000178e+00,3.149000000000000021e+00
1.800000000000000000e+01,3.000000000000000000e+01,6.900000000000000577e-02,5.000000000000000278e-02,1.417999999999999927e+00,1.036999999999999922e+00,9.320000000000000506e-01,9.320000000000000506e-01,8.379999999999999671e-01
1.800000000000000000e+01,2.900000000000000000e+01,9.230000000000000426e-01,1.161000000000000032e+00,-2.440999999999999837e+00,5.081999999999999851e+00,5.030000000000000249e+00,5.030000000000000249e+00,4.977999999999999758e+00
1.800000000000000000e+01,2.900000000000000000e+01,3.099999999999999978e-02,4.214000000000000412e+00,-2.547000000000000153e+00,2.257799999999999940e+01,2.285200000000000031e+01,2.285200000000000031e+01,2.312999999999999901e+01
1.800000000000000000e+01,2.900000000000000000e+01,4.599999999999999922e-02,1.393000000000000016e+00,2.322000000000000064e+00,3.659999999999999920e-01,3.950000000000000178e-01,3.950000000000000178e-01,4.259999999999999898e-01
1.700000000000000000e+01,2.900000000000000000e+01,1.000000000000000000e+00,8.960000000000000187e-01,-2.568999999999999950e+00,6.176000000000000156e+00,6.211000000000000298e+00,6.211000000000000298e+00,6.246999999999999886e+00
1.700000000000000000e+01,2.800000000000000000e+01,1.000000000000000000e+00,1.308999999999999941e+00,-2.366000000000000103e+00,6.068999999999999950e+00,6.089000000000000412e+00,6.089000000000000412e+00,6.107999999999999652e+00
1.600000000000000000e+01,2.800000000000000000e+01,9.000000000000000222e-01,1.282999999999999918e+00,-2.609999999999999876e+00,6.802999999999999936e+00,6.993999999999999773e+00,6.993999999999999773e+00,7.190000000000000391e+00
1.600000000000000000e+01,2.800000000000000000e+01,1.000000000000000056e-01,1.014999999999999902e+00,2.943000000000000060e+00,1.677999999999999936e+00,1.683999999999999941e+00,1.683999999999999941e+00,1.691000000000000059e+00
1.600000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+00,1.143999999999999906e+00,-2.467000000000000082e+00,6.480000000000000426e+00,6.466999999999999638e+00,6.466999999999999638e+00,6.455000000000000071e+00
1.500000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+00,9.719999999999999751e-01,-2.666999999999999815e+00,6.833999999999999631e+00,6.807999999999999829e+00,6.807999999999999829e+00,6.780999999999999694e+00
1.500000000000000000e+01,2.600000000000000000e+01,1.000000000000000000e+00,1.010000000000000009e+00,-2.516000000000000014e+00,5.448000000000000398e+00,5.538000000000000256e+00,5.538000000000000256e+00,5.631000000000000227e+00
1.500000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+00,1.233000000000000096e+00,-2.494000000000000217e+00,5.474000000000000199e+00,5.655000000000000249e+00,5.655000000000000249e+00,5.842999999999999972e+00
1.400000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+00,1.173999999999999932e+00,-2.500999999999999890e+00,5.498999999999999666e+00,5.631000000000000227e+00,5.631000000000000227e+00,5.766000000000000014e+00
1.400000000000000000e+01,2.400000000000000000e+01,9.749999999999999778e-01,1.056000000000000050e+00,-2.499000000000000110e+00,5.846000000000000085e+00,5.991999999999999993e+00,5.991999999999999993e+00,6.141000000000000014e+00
